,0
2016-02-24 02:25:00,1711608791.986982
2016-02-24 03:25:00,1616952022.1612914
2016-02-24 04:25:00,2805319225.3895946
2016-02-24 05:25:00,2418298436.796733
2016-02-24 06:25:00,2081842161.9996464
2016-02-24 07:25:00,2954585670.1147223
2016-02-24 08:25:00,2460064725.192043
2016-02-24 09:25:00,2463705370.185339
2016-02-24 10:25:00,2105202967.3732944
2016-02-24 11:25:00,2618432782.40041
2016-02-24 12:25:00,2281673120.520549
2016-02-24 13:25:00,2056661034.1293504
2016-02-24 14:25:00,2544305205.175804
2016-02-24 15:25:00,2120068934.4292524
2016-02-24 16:25:00,2125732159.974379
2016-02-24 17:25:00,1960183941.8070118
2016-02-24 18:25:00,2048065066.7840688
2016-02-24 19:25:00,2279246023.8583517
2016-02-24 20:25:00,4308905607.620758
2016-02-24 21:25:00,1532610413.1499388
2016-02-24 22:25:00,2295628926.3281827
2016-02-24 23:25:00,2692762617.6801996
2016-02-25 00:25:00,4170662226.9031096
2016-02-25 01:25:00,1869471204.0573916
2016-02-25 02:25:00,1783107014.4942079
2016-02-25 03:25:00,4380403830.127984
2016-02-25 04:25:00,3957178849.6573477
2016-02-25 05:25:00,1653055085.0114748
2016-02-25 06:25:00,2657367458.023157
2016-02-25 07:25:00,2950742767.066243
2016-02-25 08:25:00,3603732898.224881
2016-02-25 09:25:00,3472467420.4110494
2016-02-25 10:25:00,5124915731.256974
2016-02-25 11:25:00,5252945080.187877
2016-02-25 12:25:00,2625208427.249044
2016-02-25 13:25:00,5853145858.943726
2016-02-25 14:25:00,6073910526.176079
2016-02-25 15:25:00,2991598894.213229
2016-02-25 16:25:00,5929902790.885712
2016-02-25 17:25:00,5582929097.219104
2016-02-25 18:25:00,4379089152.769294
2016-02-25 19:25:00,6489753087.632532
2016-02-25 20:25:00,6522417763.544602
2016-02-25 21:25:00,7396880465.128735
2016-02-25 22:25:00,8217036878.896205
2016-02-25 23:25:00,9309432634.940126
2016-02-26 00:25:00,7566473844.399764
2016-02-26 01:25:00,6171500037.801925
2016-02-26 02:25:00,5635617320.594302
2016-02-26 03:25:00,5928385855.471839
2016-02-26 04:25:00,9873024705.707834
2016-02-26 05:25:00,11322507058.177519
2016-02-26 06:25:00,4752963167.775254
2016-02-26 07:25:00,10471506290.994627
2016-02-26 08:25:00,13362582931.781855
2016-02-26 09:25:00,8116615754.497796
2016-02-26 10:25:00,4979896705.690692
2016-02-26 11:25:00,5069294766.081622
2016-02-26 12:25:00,7667805130.046497
2016-02-26 13:25:00,10281383719.122513
2016-02-26 14:25:00,15694517179.015406
2016-02-26 15:25:00,15765712014.439856
2016-02-26 16:25:00,9771895678.116285
2016-02-26 17:25:00,12475276843.693596
2016-02-26 18:25:00,13191472617.096952
2016-02-26 19:25:00,13289163257.750391
2016-02-26 20:25:00,11926651869.009438
2016-02-26 21:25:00,5590614903.316062
2016-02-26 22:25:00,3796282566.759192
2016-02-26 23:25:00,15955935715.339561
2016-02-27 00:25:00,8768392337.325335
2016-02-27 01:25:00,6449604863.678687
2016-02-27 02:25:00,5806221990.141247
2016-02-27 03:25:00,260609504.1034241
2016-02-27 04:25:00,7677918032.805652
2016-02-27 05:25:00,15767734594.991688
2016-02-27 06:25:00,8345066227.827106
2016-02-27 07:25:00,404516.11036619963
2016-02-27 08:25:00,1885550719.444448
2016-02-27 09:25:00,7972810277.262611
2016-02-27 10:25:00,1728699597.649954
2016-02-27 11:25:00,4584482207.807732
2016-02-27 12:25:00,6993476774.066042
2016-02-27 13:25:00,8722277500.743587
2016-02-27 14:25:00,11076965779.185236
2016-02-27 15:25:00,10642616605.67953
2016-02-27 16:25:00,19475731520.663456
2016-02-27 17:25:00,18512882048.96431
2016-02-27 18:25:00,13285421483.729504
2016-02-27 19:25:00,2990992120.04768
2016-02-27 20:25:00,14967905115.770119
2016-02-27 21:25:00,17570662898.893837
2016-02-27 22:25:00,28995917049.104374
2016-02-27 23:25:00,26525334905.04281
2016-02-28 00:25:00,17499468063.469387
2016-02-28 01:25:00,5516891842.201822
2016-02-28 02:25:00,19006290574.58348
2016-02-28 03:25:00,2295628926.3281827
2016-02-28 04:25:00,4626754141.341
2016-02-28 05:25:00,19254157821.21037
2016-02-28 06:25:00,19032381863.702103
2016-02-28 07:25:00,23063486032.528873
2016-02-28 08:25:00,23567917622.15552
2016-02-28 09:25:00,17153606789.106287
2016-02-28 10:25:00,22559458959.01259
2016-02-28 11:25:00,5711868607.398331
2016-02-28 12:25:00,2010647326.5751953
2016-02-28 13:25:00,14877394636.075682
2016-02-28 14:25:00,15030301725.794106
2016-02-28 15:25:00,18531388661.01356
2016-02-28 16:25:00,10885629658.982023
2016-02-28 17:25:00,12105953634.929256
2016-02-28 18:25:00,18871890096.91431
2016-02-28 19:25:00,26229127983.227158
2016-02-28 20:25:00,32540893982.298565
2016-02-28 21:25:00,25572294949.020042
2016-02-28 22:25:00,26523110066.435795
2016-02-28 23:25:00,22280241713.832317
2016-02-29 00:25:00,16792576160.604454
2016-02-29 01:25:00,6436053573.98142
2016-02-29 02:25:00,16325258924.1039
2016-02-29 03:25:00,9708487777.816383
2016-02-29 04:25:00,7872793668.974568
2016-02-29 05:25:00,16797834870.039215
2016-02-29 06:25:00,13135244877.756052
2016-02-29 07:25:00,20638108563.80073
2016-02-29 08:25:00,30556135686.786804
2016-02-29 09:25:00,23576715847.55599
2016-02-29 10:25:00,22520018638.251884
2016-02-29 11:25:00,11230075126.958843
2016-02-29 12:25:00,6441110025.360997
2016-02-29 13:25:00,6111631653.467727
2016-02-29 14:25:00,20538496471.623055
2016-02-29 15:25:00,26603305385.315895
2016-02-29 16:25:00,19082036216.249554
2016-02-29 17:25:00,16365710535.140522
2016-02-29 18:25:00,18922757997.792862
2016-02-29 19:25:00,20629815983.538223
2016-02-29 20:25:00,9128715062.634027
2016-02-29 21:25:00,17883252723.17932
2016-02-29 22:25:00,11427074472.707182
2016-02-29 23:25:00,22698713630.006153
2016-03-01 00:25:00,2835152288.529102
2016-03-01 01:25:00,20110316168.80043
2016-03-01 02:25:00,21532493683.820396
2016-03-01 03:25:00,24899382399.42587
2016-03-01 04:25:00,142895315.98686
2016-03-01 05:25:00,13040992624.040728
2016-03-01 06:25:00,5433460394.438793
2016-03-01 07:25:00,13433777767.206306
2016-03-01 08:25:00,19522756518.493526
2016-03-01 09:25:00,8241307845.518177
2016-03-01 10:25:00,21397183044.902905
2016-03-01 11:25:00,31834406595.543995
2016-03-01 12:25:00,23576210202.41803
2016-03-01 13:25:00,17844924821.722122
2016-03-01 14:25:00,13593966146.911322
2016-03-01 15:25:00,5749690863.71757
2016-03-01 16:25:00,17411991454.602695
2016-03-01 17:25:00,26765415216.545147
2016-03-01 18:25:00,18668115106.317337
2016-03-01 19:25:00,23190807478.266632
2016-03-01 20:25:00,13210282616.228981
2016-03-01 21:25:00,8232711878.1728945
2016-03-01 22:25:00,9646799070.985537
2016-03-01 23:25:00,12420869426.849342
2016-03-02 00:25:00,16386239727.741606
2016-03-02 01:25:00,5575445549.177329
2016-03-02 02:25:00,24795927404.199715
2016-03-02 03:25:00,21439050462.325806
2016-03-02 04:25:00,23170076027.610367
2016-03-02 05:25:00,26374551524.90381
2016-03-02 06:25:00,27935680323.834564
2016-03-02 07:25:00,17021633408.099314
2016-03-02 08:25:00,5380266525.925638
2016-03-02 09:25:00,16193791188.234886
2016-03-02 10:25:00,15054370434.360893
2016-03-02 11:25:00,11939495255.513565
2016-03-02 12:25:00,25481986727.380787
2016-03-02 13:25:00,23516746334.1942
2016-03-02 14:25:00,12703120542.857359
2016-03-02 15:25:00,13694589529.364914
2016-03-02 16:25:00,23802739224.223103
2016-03-02 17:25:00,18027159329.442097
2016-03-02 18:25:00,19479372165.656754
2016-03-02 19:25:00,6775442590.578661
2016-03-02 20:25:00,20730540495.019405
2016-03-02 21:25:00,12077738636.231215
2016-03-02 22:25:00,16981181797.062695
2016-03-02 23:25:00,8402102999.388741
2016-03-03 00:25:00,14158872895.03772
2016-03-03 01:25:00,10293215815.350725
2016-03-03 02:25:00,9550524236.718382
2016-03-03 03:25:00,9290926022.890873
2016-03-03 04:25:00,7372103853.368805
2016-03-03 05:25:00,6109609072.915896
2016-03-03 06:25:00,7127674993.680029
2016-03-03 07:25:00,9232776832.025732
2016-03-03 08:25:00,15236807200.13605
2016-03-03 09:25:00,14809537058.561752
2016-03-03 10:25:00,12630611030.074217
2016-03-03 11:25:00,11845849775.96379
2016-03-03 12:25:00,0.0
2016-03-03 13:25:00,13040284720.847586
2016-03-03 14:25:00,84746125.12171882
2016-03-03 15:25:00,1698259760.3448975
2016-03-03 16:25:00,2172352641.6940837
2016-03-03 17:25:00,1672775245.391827
2016-03-03 18:25:00,1531599122.8740234
2016-03-03 19:25:00,2710359068.481129
2016-03-03 20:25:00,3291143073.9394
2016-03-03 21:25:00,16365204890.002563
2016-03-03 22:25:00,6769577106.978351
2016-03-03 23:25:00,1320846229.3732333
2016-03-04 00:25:00,13034823753.357643
2016-03-04 01:25:00,4366953669.458308
2016-03-04 02:25:00,6862312425.279802
2016-03-04 03:25:00,18900914127.833088
2016-03-04 04:25:00,19134926697.67993
2016-03-04 05:25:00,11734203329.502718
2016-03-04 06:25:00,15503181058.812193
2016-03-04 07:25:00,17366281134.131317
2016-03-04 08:25:00,7543011909.998525
2016-03-04 09:25:00,10333465168.33216
2016-03-04 10:25:00,7509639330.893313
2016-03-04 11:25:00,8594147022.785095
2016-03-04 12:25:00,19905732145.982727
2016-03-04 13:25:00,20283853580.14753
2016-03-04 14:25:00,12196362985.596102
2016-03-04 15:25:00,10805333211.074333
2016-03-04 16:25:00,0.0
2016-03-04 17:25:00,10580927898.848684
2016-03-04 18:25:00,3699198700.271304
2016-03-04 19:25:00,11099517552.338152
2016-03-04 20:25:00,11129957389.643208
2016-03-04 21:25:00,3193452433.285963
2016-03-04 22:25:00,9277678120.27638
2016-03-04 23:25:00,12289907336.118286
2016-03-05 00:25:00,16349024245.587915
2016-03-05 01:25:00,6092113751.142558
2016-03-05 02:25:00,9832471965.643623
2016-03-05 03:25:00,15315485583.602276
2016-03-05 04:25:00,12895872469.446854
2016-03-05 05:25:00,8943345555.058716
2016-03-05 06:25:00,7714526740.793793
2016-03-05 07:25:00,9429068274.58093
2016-03-05 08:25:00,10048079052.468807
2016-03-05 09:25:00,2077999258.9511676
2016-03-05 10:25:00,6121542298.171699
2016-03-05 11:25:00,4902330741.527973
2016-03-05 12:25:00,4405281570.915505
2016-03-05 13:25:00,7930841730.812119
2016-03-05 14:25:00,8698512179.259573
2016-03-05 15:25:00,8270129618.381768
2016-03-05 16:25:00,5278530724.168539
2016-03-05 17:25:00,9751771001.625566
2016-03-05 18:25:00,10985949654.35284
2016-03-05 19:25:00,9715971325.858158
2016-03-05 20:25:00,4481027212.581576
2016-03-05 21:25:00,9556591978.373875
2016-03-05 22:25:00,12430881200.580906
2016-03-05 23:25:00,10580725640.7935
2016-03-06 00:25:00,5591221677.481611
2016-03-06 01:25:00,6545778568.918251
2016-03-06 02:25:00,7718976418.007821
2016-03-06 03:25:00,7741325933.105554
2016-03-06 04:25:00,6682100498.11166
2016-03-06 05:25:00,5538432325.078822
2016-03-06 06:25:00,2277526830.3892956
2016-03-06 07:25:00,5057462669.853411
2016-03-06 08:25:00,8808641690.306772
2016-03-06 09:25:00,2549058269.472607
2016-03-06 10:25:00,3589473705.3344727
2016-03-06 11:25:00,7618555293.609412
2016-03-06 12:25:00,6482775184.728715
2016-03-06 13:25:00,2699336004.47365
2016-03-06 14:25:00,2862052609.868454
2016-03-06 15:25:00,4235789320.672068
2016-03-06 16:25:00,2533585528.2511
2016-03-06 17:25:00,3893568691.302263
2016-03-06 18:25:00,2150913287.844675
2016-03-06 19:25:00,2743327131.4759746
2016-03-06 20:25:00,3409261778.1663303
2016-03-06 21:25:00,4366144637.237576
2016-03-06 22:25:00,1950981200.2961807
2016-03-06 23:25:00,3445162582.961331
2016-03-07 00:25:00,3220150496.5701323
2016-03-07 01:25:00,3354955490.349668
2016-03-07 02:25:00,1018773823.9572737
2016-03-07 03:25:00,1896371525.3967438
2016-03-07 04:25:00,2351856665.6690845
2016-03-07 05:25:00,3623048542.494867
2016-03-07 06:25:00,3129134371.737737
2016-03-07 07:25:00,2666469070.5063963
2016-03-07 08:25:00,2757687453.3939743
2016-03-07 09:25:00,2657266328.9955654
2016-03-07 10:25:00,3704052893.5956984
2016-03-07 11:25:00,19315644.269986033
2016-03-07 12:25:00,3377406134.4749923
2016-03-07 13:25:00,2396859082.9473243
2016-03-07 14:25:00,2784183258.6229606
2016-03-07 15:25:00,605560617.2182008
2016-03-07 16:25:00,4443407214.31752
2016-03-07 17:25:00,2903212124.0982146
2016-03-07 18:25:00,3196991949.251667
2016-03-07 19:25:00,2278942636.775577
2016-03-07 20:25:00,2432658758.714733
2016-03-07 21:25:00,2515989077.45017
2016-03-07 22:25:00,2508404400.380804
2016-03-07 23:25:00,1579230894.8696434
2016-03-08 00:25:00,2434883597.3217473
2016-03-08 01:25:00,2526203109.2369165
2016-03-08 02:25:00,2962574863.2944546
2016-03-08 03:25:00,1902237008.9970539
2016-03-08 04:25:00,3964561268.671531
2016-03-08 05:25:00,2656558425.8024244
2016-03-08 06:25:00,2515180045.229438
2016-03-08 07:25:00,5385828622.443173
2016-03-08 08:25:00,4503477856.706901
2016-03-08 09:25:00,1582062507.6422067
2016-03-08 10:25:00,2207950059.406309
2016-03-08 11:25:00,3538808062.511106
2016-03-08 12:25:00,4449171568.890238
2016-03-08 13:25:00,3604744188.5007963
2016-03-08 14:25:00,4618562690.106084
2016-03-08 15:25:00,4735568975.029508
2016-03-08 16:25:00,3817823049.6361923
2016-03-08 17:25:00,5631369901.435456
2016-03-08 18:25:00,3673107411.152684
2016-03-08 19:25:00,7180767733.165593
2016-03-08 20:25:00,5702261349.777133
2016-03-08 21:25:00,7045457094.248099
2016-03-08 22:25:00,10231830495.602654
2016-03-08 23:25:00,6857357102.927816
2016-03-09 00:25:00,3724177570.0864167
2016-03-09 01:25:00,2406567469.596113
2016-03-09 02:25:00,4791291069.232451
2016-03-09 03:25:00,4343491735.057069
2016-03-09 04:25:00,5900777630.939345
2016-03-09 05:25:00,4556469467.164873
2016-03-09 06:25:00,6512001473.702673
2016-03-09 07:25:00,6983768387.4172535
2016-03-09 08:25:00,8594450409.867868
2016-03-09 09:25:00,5383401525.780976
2016-03-09 10:25:00,993188179.9766116
2016-03-09 11:25:00,8006385114.423006
2016-03-09 12:25:00,7298481921.282157
2016-03-09 13:25:00,5673844093.023908
2016-03-09 14:25:00,5741600541.510246
2016-03-09 15:25:00,1381018000.7902055
2016-03-09 16:25:00,3239061624.729752
2016-03-09 17:25:00,670283194.8767928
2016-03-09 18:25:00,3895490142.8265023
2016-03-09 19:25:00,2013377810.320167
2016-03-09 20:25:00,5822301505.528303
2016-03-09 21:25:00,4856215904.946226
2016-03-09 22:25:00,2074965388.123421
2016-03-09 23:25:00,3074828083.921075
2016-03-10 00:25:00,3487434516.4945984
2016-03-10 01:25:00,1881505558.340786
2016-03-10 02:25:00,3535470804.600585
2016-03-10 03:25:00,2921718736.1474686
2016-03-10 04:25:00,4297680285.558097
2016-03-10 05:25:00,5207437017.77168
2016-03-10 06:25:00,4947434287.833804
2016-03-10 07:25:00,6188489714.437305
2016-03-10 08:25:00,2798846967.6237354
2016-03-10 09:25:00,3650454508.972177
2016-03-10 10:25:00,3774236438.744234
2016-03-10 11:25:00,3424026616.194697
2016-03-10 12:25:00,5118241215.435932
2016-03-10 13:25:00,3326639362.6240344
2016-03-10 14:25:00,4896161870.844889
2016-03-10 15:25:00,2609331169.9171705
2016-03-10 16:25:00,3499569999.8055844
2016-03-10 17:25:00,1975252166.9181528
2016-03-10 18:25:00,2748990357.021101
2016-03-10 19:25:00,3788900147.745009
2016-03-10 20:25:00,2094685548.5037732
2016-03-10 21:25:00,1654066375.2873902
2016-03-10 22:25:00,2750406163.407383
2016-03-10 23:25:00,2867918093.468764
2016-03-11 00:25:00,2440142306.756508
2016-03-11 01:25:00,2618230524.3452272
2016-03-11 02:25:00,3872432724.5356293
2016-03-11 03:25:00,3135505500.476005
2016-03-11 04:25:00,2793183742.0786085
2016-03-11 05:25:00,2471087789.199522
2016-03-11 06:25:00,64419190.575817294
2016-03-11 07:25:00,1452415094.2698398
2016-03-11 08:25:00,4058914651.4144473
2016-03-11 09:25:00,3169282595.6915827
2016-03-11 10:25:00,1123846883.6248941
2016-03-11 11:25:00,1356645905.140642
2016-03-11 12:25:00,2425478597.755733
2016-03-11 13:25:00,1782702498.3838418
2016-03-11 14:25:00,3923907399.579728
2016-03-11 15:25:00,1664482665.12932
2016-03-11 16:25:00,2326169892.660831
2016-03-11 17:25:00,1914675879.3908143
2016-03-11 18:25:00,2170835706.2802105
2016-03-11 19:25:00,2579093590.6672974
2016-03-11 20:25:00,2499505045.9527473
2016-03-11 21:25:00,2578587945.5293393
2016-03-11 22:25:00,3484299516.6392603
2016-03-11 23:25:00,4273712706.018899
2016-03-12 00:25:00,124995478.10315569
2016-03-12 01:25:00,2621770040.310931
2016-03-12 02:25:00,2562407301.1146917
2016-03-12 03:25:00,3583304834.6513877
2016-03-12 04:25:00,5471484908.813216
2016-03-12 05:25:00,3794057728.152178
2016-03-12 06:25:00,3137426952.000244
2016-03-12 07:25:00,2920404058.7887783
2016-03-12 08:25:00,5056552508.605087
2016-03-12 09:25:00,2673548102.4378047
2016-03-12 10:25:00,2817656966.7557635
2016-03-12 11:25:00,636202712.5784404
2016-03-12 12:25:00,5046035089.735566
2016-03-12 13:25:00,4403157861.336083
2016-03-12 14:25:00,117511930.061381
2016-03-12 15:25:00,3122662113.971878
2016-03-12 16:25:00,0.0
2016-03-12 17:25:00,2624803911.138678
2016-03-12 18:25:00,1845807011.6009688
2016-03-12 19:25:00,2148789578.2652526
2016-03-12 20:25:00,2533888915.3338747
2016-03-12 21:25:00,2338507634.027
2016-03-12 22:25:00,1719395727.1115315
2016-03-12 23:25:00,1367770098.1757126
2016-03-13 00:25:00,0.0
2016-03-13 01:25:00,1618873473.685531
2016-03-13 02:25:00,1076720756.767232
2016-03-13 03:25:00,1689866051.0547988
2016-03-13 04:25:00,1498934446.9619527
2016-03-13 05:25:00,1020088501.3159639
2016-03-13 06:25:00,1932272330.191744
2016-03-13 07:25:00,1305778004.2620924
2016-03-13 08:25:00,1697248470.0689821
2016-03-13 09:25:00,1408626225.3226986
2016-03-13 10:25:00,1118588174.1901336
2016-03-13 11:25:00,1045775274.3242176
2016-03-13 12:25:00,1540093961.1917136
2016-03-13 13:25:00,1816681851.6546025
2016-03-13 14:25:00,925937376.6282309
2016-03-13 15:25:00,1180479139.076162
2016-03-13 16:25:00,1641020730.7280803
2016-03-13 17:25:00,2406971985.7064795
2016-03-13 18:25:00,2041390550.9630265
2016-03-13 19:25:00,309657082.4853258
2016-03-13 20:25:00,1465157351.746375
2016-03-13 21:25:00,2413444243.4723387
2016-03-13 22:25:00,2442670532.4462967
2016-03-13 23:25:00,2997464377.8135395
2016-03-14 00:25:00,3519189031.158345
2016-03-14 01:25:00,3358292748.2601895
2016-03-14 02:25:00,2878536641.3658767
2016-03-14 03:25:00,545388845.8012286
2016-03-14 04:25:00,1619682505.9062634
2016-03-14 05:25:00,1120813012.7971475
2016-03-14 06:25:00,7382419.014183143
2016-03-14 07:25:00,3405317746.09026
2016-03-14 08:25:00,1697046212.013799
2016-03-14 09:25:00,174144185.51264894
2016-03-14 10:25:00,3325526943.320527
2016-03-14 11:25:00,2377745696.7325215
2016-03-14 12:25:00,702644483.7060888
2016-03-14 13:25:00,2347406988.4550567
2016-03-14 14:25:00,4367257056.541082
2016-03-14 15:25:00,3084839857.6526384
2016-03-14 16:25:00,1931159910.888237
2016-03-14 17:25:00,2526607625.347283
2016-03-14 18:25:00,2572216816.791072
2016-03-14 19:25:00,1982432327.877153
2016-03-14 20:25:00,2499505045.9527473
2016-03-14 21:25:00,2280864088.2998166
2016-03-14 22:25:00,2182364415.425647
2016-03-14 23:25:00,1977173618.4423923
2016-03-15 00:25:00,2750001647.2970166
2016-03-15 01:25:00,925532860.5178647
2016-03-15 02:25:00,2370970051.883888
2016-03-15 03:25:00,2998374539.0618634
2016-03-15 04:25:00,1460303158.4219806
2016-03-15 05:25:00,2184993770.1430273
2016-03-15 06:25:00,2435894887.5976624
2016-03-15 07:25:00,1835289592.7314477
2016-03-15 08:25:00,2630770523.766579
2016-03-15 09:25:00,2070819097.9921675
2016-03-15 10:25:00,2221096832.993211
2016-03-15 11:25:00,2786205839.1747913
2016-03-15 12:25:00,1232965104.3961766
2016-03-15 13:25:00,1852582656.4496028
2016-03-15 14:25:00,1795647013.9155602
2016-03-15 15:25:00,1742048629.2920387
2016-03-15 16:25:00,2379060374.091212
2016-03-15 17:25:00,773030286.9098074
2016-03-15 18:25:00,2121990385.9534917
2016-03-15 19:25:00,2367733923.000958
2016-03-15 20:25:00,1541509767.5779953
2016-03-15 21:25:00,1979196198.9942234
2016-03-15 22:25:00,1994163295.0777726
2016-03-15 23:25:00,1053966725.5591332
2016-03-16 00:25:00,1441897675.4003186
2016-03-16 01:25:00,1192614622.3871481
2016-03-16 02:25:00,767265932.3370892
2016-03-16 03:25:00,1349769131.2644167
2016-03-16 04:25:00,872844637.1426673
